prices,market_caps,total_volumes,date,year
41.1832,43398597488.69447,2820151302.868465,2021-11-17 00:00:00,2021
42.6861,44819576742.965065,1788604885.741558,2021-11-18 00:00:00,2021
38.9262,41137039675.124115,1985512677.7768087,2021-11-19 00:00:00,2021
41.4292,43630032597.80758,1421375199.7158933,2021-11-20 00:00:00,2021
42.1848,44503624182.3523,942752211.5820888,2021-11-21 00:00:00,2021
42.580799999999996,45167296661.409134,1105619165.4750638,2021-11-22 00:00:00,2021
39.4603,41758139803.886024,1273900351.13475,2021-11-23 00:00:00,2021
40.8938,43155813816.60871,1022163840.9830971,2021-11-24 00:00:00,2021
38.3383,40623954497.32558,990884789.2227674,2021-11-25 00:00:00,2021
39.3974,41769419055.51868,1061523199.1464257,2021-11-26 00:00:00,2021
34.6073,36623738524.83695,1990184283.7149525,2021-11-27 00:00:00,2021
34.9513,36923137591.07219,879872172.5632542,2021-11-28 00:00:00,2021
35.6444,37772947847.735794,1345484276.184666,2021-11-29 00:00:00,2021
37.1883,39610271572.13685,1096283142.8420017,2021-11-30 00:00:00,2021
38.0034,40350744977.338905,1373406877.464189,2021-12-01 00:00:00,2021
36.6991,38940235497.91298,1100787168.1851666,2021-12-02 00:00:00,2021
35.7207,38020300996.14989,870059822.7496377,2021-12-03 00:00:00,2021
33.7971,35994478947.066925,1176870278.2351947,2021-12-04 00:00:00,2021
29.2778,31100610008.464878,2556537289.3265076,2021-12-05 00:00:00,2021
28.2907,29998972084.677536,1275046140.7495067,2021-12-06 00:00:00,2021
28.2758,30045183844.325577,1738242139.5823917,2021-12-07 00:00:00,2021
30.3437,32206355695.974754,1579164770.1548488,2021-12-08 00:00:00,2021
29.8168,31627251203.396294,1181804681.8365912,2021-12-09 00:00:00,2021
27.0142,28884963331.479652,1069872318.3930647,2021-12-10 00:00:00,2021
26.5576,28443367930.50603,1215820047.05959,2021-12-11 00:00:00,2021
27.7446,29507420179.870304,1053957136.113929,2021-12-12 00:00:00,2021
29.56,31425235076.101345,754187548.973305,2021-12-13 00:00:00,2021
25.9323,27635661681.994724,1099903245.3700864,2021-12-14 00:00:00,2021
26.182,27776696297.039307,1035781763.9881892,2021-12-15 00:00:00,2021
27.2313,28682452365.937973,1427962620.7600164,2021-12-16 00:00:00,2021
26.0026,27675798693.906647,1297342225.9638927,2021-12-17 00:00:00,2021
24.7651,26416068626.617535,1006604899.8237394,2021-12-18 00:00:00,2021
25.5565,27260000560.942574,750325433.6941878,2021-12-19 00:00:00,2021
24.8027,26529707389.43836,618517652.2460241,2021-12-20 00:00:00,2021
24.2364,25931679868.20374,789581277.3226116,2021-12-21 00:00:00,2021
25.2748,27078881471.485497,752694540.9301143,2021-12-22 00:00:00,2021
27.2883,29167743983.92905,1160469145.6087036,2021-12-23 00:00:00,2021
29.2396,31173032224.78567,1315971444.8437622,2021-12-24 00:00:00,2021
28.1579,30096279470.711548,876002452.4345791,2021-12-25 00:00:00,2021
28.9492,31022208369.717255,562403880.4516754,2021-12-26 00:00:00,2021
31.4206,33550554796.09437,1385818214.8027556,2021-12-27 00:00:00,2021
31.0461,33302241419.428368,1440198029.352226,2021-12-28 00:00:00,2021
28.03,30133454586.661674,2004953651.9929783,2021-12-29 00:00:00,2021
26.7469,28482916518.775734,1417025633.0025005,2021-12-30 00:00:00,2021
27.5384,29412068041.195526,1056266379.5992932,2021-12-31 00:00:00,2021
26.7371,28732998502.746273,1029198943.9670718,2022-01-01 00:00:00,2022
28.6414,30517681838.453594,650806340.6952845,2022-01-02 00:00:00,2022
29.7666,31944115354.77421,1076715455.9372327,2022-01-03 00:00:00,2022
